Year,Miles,Price,Brand,Model,cross,grand,passenger,sport,cab,sportback,regular,coupe,limited,hybrid,crew,town,double,electric,plug-in
2015,29472,18590,9,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,69310,14590,16,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,82688,19590,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,74215,15990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,47157,13590,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,53203,16590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,44193,18590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,30816,21590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,45668,20990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,91314,14990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,9849,20590,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,47521,20590,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,30853,42900,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,95501,14590,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,76607,16990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,51217,13990,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,99873,14990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,44884,27772,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,13713,21990,9,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,46718,18590,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,100482,15590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,98295,16990,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,41798,22590,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,84829,15590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,88857,20990,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,59914,27500,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,63083,16590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,76884,13590,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,43887,18990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,46163,22590,18,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,85278,16590,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,50465,27250,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,72017,18590,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,44820,22898,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,40910,20990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,95303,16990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,50180,18590,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,44832,20244,9,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,73261,17990,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,90493,12990,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,42967,24598,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,83708,20990,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,47652,18990,12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,45249,21590,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,52035,14990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,81720,14990,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,44657,18188,18,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,45930,18990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,72387,14990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,27277,18990,16,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,43584,21198,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,54825,22759,18,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,44999,19244,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,42216,22648,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,84716,16990,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,70434,17990,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,65600,15990,25,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,62323,13990,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,98455,17990,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,47232,19998,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,45540,21590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,75009,14990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,36629,23990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,82030,17590,6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,44606,23488,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,22794,20990,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,99822,17990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,35027,24590,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,42967,20988,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,85619,13990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,77182,15590,17,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,58190,23990,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,96116,19590,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,60286,15590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,40746,19688,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,41148,22990,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,42935,20990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,56281,18590,8,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,73567,17990,15,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,89822,22990,16,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,33244,21300,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,27886,23500,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,11186,24590,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,70869,19298,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,44489,13590,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,81136,18990,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,63185,19590,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,93495,16990,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,99278,14990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,28349,19590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,78144,13990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,51161,13990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,40016,18898,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,60769,24148,0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,7821,21590,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,38847,22555,4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,27966,12990,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,101866,13990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,50248,21990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,88707,12990,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,50421,20590,28,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,64216,14590,9,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,98372,16590,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,75255,14990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,66278,18590,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,84175,18590,19,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,26693,22590,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,1135,18990,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,87313,15590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,71228,20990,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,57880,23590,25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,106811,22990,8,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,37189,15990,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,69063,13590,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,59373,20990,21,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,61559,16590,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,42812,24990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,71085,13990,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,58355,16990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,32355,21590,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,83847,16590,9,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,23632,22990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,61419,13990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,27696,24990,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,32722,19590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,100282,14590,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,65017,17990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,64150,18590,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,97027,16990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,47589,23990,13,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,57713,22700,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,19733,21590,18,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,98625,17590,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,87956,14590,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,51839,24590,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,49480,29100,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,45208,41500,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,8876,20990,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,29356,22990,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,48651,25101,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,45081,17590,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,64159,15990,6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,61382,18990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,95408,14590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,55849,16990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,36812,24990,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,40710,24590,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,100104,19990,9,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,50063,26450,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,29160,13990,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,34691,20590,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,47303,15990,17,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,24167,14990,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,71269,16990,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,61643,17990,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,96649,14990,22,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,52789,13590,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,53415,23990,23,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,37913,20590,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,63499,16990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,59648,13990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,100211,18990,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,82326,15990,16,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,87196,14990,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,18562,24990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,47004,16590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,103143,14590,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,67942,22590,29,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,67233,16990,7,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,28685,18990,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,57128,21990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,59206,14590,19,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,31156,20990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,56665,15990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,11543,21990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,23258,20590,7,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016,53160,21590,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,41797,24684,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,52277,20590,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,49927,24590,6,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,46434,23693,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,54891,23050,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,68465,15990,19,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,96261,13990,22,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,50253,18200,9,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,47491,21990,15,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,35483,21675,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,100121,17990,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,30717,20990,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,41844,19545,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,14006,24990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,42097,22975,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,49330,21100,9,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,64506,13990,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,50508,20590,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,51609,17590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,16571,24590,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,96883,21990,8,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,52814,23990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,81742,12990,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,87692,16990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,103163,19990,6,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,82990,14990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,46690,21510,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,20217,19990,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,90816,19590,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,54315,20590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,39154,24275,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,70431,19990,13,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018,73499,22990,13,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,37527,22745,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,57757,21990,19,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,68407,16990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,29522,17990,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,101227,21990,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,101193,14990,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,85411,14590,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,27063,19590,15,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,101110,15990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,69127,19590,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,96921,19590,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,11074,20590,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,40100,20318,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,14737,19990,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,75131,20590,26,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,47063,21190,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,61674,18990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,89463,17990,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,48636,21590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,42020,20831,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,39932,20935,9,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,32084,18990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,58259,16990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,103065,15990,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,22036,22590,15,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,58920,16990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,84915,18990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,69281,17990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,67048,16990,18,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2010,88930,13990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,51759,20300,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,87429,15990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,40100,20990,17,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,62717,19590,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,81261,19590,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,51606,16990,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,42040,19500,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,66669,23990,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,52299,18600,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,98763,13990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,76551,18990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,66114,18990,28,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,71152,22590,18,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,47107,21500,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,91612,15590,8,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,25123,24500,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,54712,19990,8,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,73407,15990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,83194,13990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,71394,22990,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,26518,20590,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2012,42627,19990,18,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,36698,15990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,49939,15990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,54219,14590,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,30278,18990,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,67951,19990,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,68825,19590,8,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,102288,19990,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,77430,20990,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,26452,23590,13,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019,21944,21590,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,79376,21990,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,98022,12990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,79476,21590,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,11843,22590,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,29548,22590,8,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,104944,20590,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,72006,20590,11,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,96810,20590,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,104669,19990,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,70188,13990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,67159,21990,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,61410,16990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,38383,24990,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,59848,18990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,53475,14990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,23686,17990,25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,83985,15990,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,51790,18500,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,92680,22990,18,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,68537,14590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,40862,20590,18,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2017,48040,15590,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,40909,22990,6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,95498,12990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,29391,24990,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,12110,23590,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,51191,23900,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,47904,18900,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,94400,14990,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,54061,14590,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,86434,15990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,47421,17300,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,24586,19590,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,19785,22990,6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,87134,16990,6,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,98572,12990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,45900,22500,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,47562,21990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,47398,23990,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,35202,18590,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,71089,19590,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,52337,13990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,56780,15990,29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,70937,20990,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,54134,21590,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,94455,16990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,93994,15990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,56821,19600,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,67357,13990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,85297,13990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,55517,17990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,25284,19990,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
