Year,Miles,Price,Brand,Model,cross,grand,passenger,sport,cab,sportback,regular,coupe,limited,hybrid,crew,town,double,electric,plug-in
2021,42665,21500,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,33230,20990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,58678,17590,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,47795,15590,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,45418,20300,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,28645,22990,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,40237,21590,25,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,104341,15590,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,60941,18590,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,42838,21700,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,80261,21990,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,25122,24990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,49895,22600,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,24534,23590,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,51086,15990,18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,49977,24990,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,90158,14990,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,55179,16590,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,85819,24990,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,34025,21990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,82723,15590,19,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,39275,20590,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,41955,22200,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,47948,21800,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,48041,14990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,53841,23590,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,66678,17990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,66838,14590,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,67115,18590,20,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,42315,19700,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,5622,18590,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,24844,22990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,31030,20590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,93873,14590,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,42951,17590,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,31752,22590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,66699,16990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,31517,19990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,73342,18590,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,90330,15590,4,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,61780,16590,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,45687,21990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,60486,15990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,87766,16990,20,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,97575,16590,25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,64360,16590,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,75014,21990,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,72326,14990,6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,60638,19990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,51233,23990,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,32426,17990,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,21492,23590,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,35357,31034,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,75875,21590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,41511,28631,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,51704,25150,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,36155,34898,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,68912,17990,19,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,65168,15990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,83829,14990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,69959,21990,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,74661,19590,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,70157,22590,9,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,69279,17990,29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,89215,18990,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,67741,16990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,100807,15590,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,76102,14990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,14899,22990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,75486,16990,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,45621,21590,13,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,76566,18990,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,38257,21990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,71268,17990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,55614,14990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,4638,20990,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,92112,13990,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,34056,24990,19,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,23347,20590,16,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,80444,14990,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
